thousands	84	0.135927
science	83	0.134309
going	82	0.132690
care	82	0.132690
new	82	0.132690
allowing	82	0.132690
taking	81	0.131072
violation	80	0.129454
gao	79	0.127836
big	79	0.127836
benefit	78	0.126218
high	77	0.124600
artificially	77	0.124600
struggling	76	0.122981
trust	76	0.122981
cost	75	0.121363
save	75	0.121363
train	74	0.119745
born	74	0.119745
engineering	74	0.119745
education	74	0.119745
65%	74	0.119745
welfare	73	0.118127
interests	73	0.118127
graduation	73	0.118127
support	72	0.116509
cheap	72	0.116509
law	72	0.116509
completing	72	0.116509
million	71	0.114890
prevailing	71	0.114890
purpose	71	0.114890
employees	70	0.113272
let	70	0.113272
technology	68	0.110036
employee	67	0.108418
stay	67	0.108418
think	67	0.108418
2009	67	0.108418
finding	67	0.108418
violate	66	0.106800
term	66	0.106800
hold	65	0.105181
financial	65	0.105181
study	65	0.105181
return	65	0.105181
corporations	65	0.105181
unemployment	65	0.105181
original	64	0.103563
president	64	0.103563
competition	64	0.103563
corporate	63	0.101945
good	63	0.101945
status	62	0.100327
430	62	0.100327
equivalent	62	0.100327
living	62	0.100327
class	62	0.100327
world	61	0.098709
young	61	0.098709
degrees	61	0.098709
shortage	61	0.098709
meant	61	0.098709
middle	61	0.098709
denied	60	0.097091
actually	60	0.097091
serve	60	0.097091
expense	60	0.097091
increase	59	0.095472
doing	58	0.093854
green	58	0.093854
regulations	58	0.093854
paid	58	0.093854
report	58	0.093854
proposal	57	0.092236
month	56	0.090618
field	56	0.090618
end	56	0.090618
portion	55	0.089000
number	54	0.087381
said	54	0.087381
children	54	0.087381
regulation	54	0.087381
school	54	0.087381
current	53	0.085763
congressional	53	0.085763
card	53	0.085763
allows	53	0.085763
difficult	53	0.085763
increasing	52	0.084145
laws	52	0.084145
graduate	52	0.084145
start	52	0.084145
little	52	0.084145
office	51	0.082527
pursuing	51	0.082527
protect	51	0.082527
removed	51	0.082527
lower	51	0.082527
millions	50	0.080909
right	49	0.079291
certain	49	0.079291
unnecessary	49	0.079291
intent	48	0.077672
greedy	48	0.077672
adding	48	0.077672
economy	48	0.077672
mathematics	48	0.077672
used	48	0.077672
aliens	47	0.076054
problem	47	0.076054
future	46	0.074436
better	46	0.074436
pockets	46	0.074436
national	45	0.072818
facto	45	0.072818
result	44	0.071200
market	44	0.071200
looking	44	0.071200
disney	44	0.071200
younger	44	0.071200
wrong	43	0.069582
federal	43	0.069582
company	43	0.069582
opts	43	0.069582
incentivizes	43	0.069582
able	43	0.069582
fica	43	0.069582
detriment	42	0.067963
established	42	0.067963
change	42	0.067963
economic	42	0.067963
nation	42	0.067963
rights	42	0.067963
benefits	42	0.067963
believe	42	0.067963
lines	42	0.067963
direct	42	0.067963
gives	42	0.067963
pressure	41	0.066345
downward	41	0.066345
fraud	41	0.066345
fully	41	0.066345
amounts	41	0.066345
mix	41	0.066345
ensure	41	0.066345
expands	41	0.066345
bring	40	0.064727
furthermore	40	0.064727
tens	40	0.064727
h1b	40	0.064727
depress	40	0.064727
having	39	0.063109
owners	39	0.063109
thank	39	0.063109
2013;	39	0.063109
particularly	39	0.063109
place	39	0.063109
period	39	0.063109
percent	39	0.063109
destroy	38	0.061491
mentoring	38	0.061491
addition	38	0.061491
replace	37	0.059872
major	37	0.059872
total	37	0.059872
competitors	37	0.059872
best	36	0.058254
shadow	36	0.058254
eventual	36	0.058254
allowed	36	0.058254
doubt	36	0.058254
fact	36	0.058254
loans	36	0.058254
plenty	36	0.058254
$60	36	0.058254
issued	36	0.058254
say	35	0.056636
$90	35	0.056636
cap	35	0.056636
administratively	35	0.056636
rules	35	0.056636
temporary	35	0.056636
grads	35	0.056636
simply	35	0.056636
today	35	0.056636
getting	35	0.056636
opposed	34	0.055018
consider	34	0.055018
2014	34	0.055018
runs	34	0.055018
low	34	0.055018
trying	34	0.055018
won	34	0.055018
usa	34	0.055018
range	34	0.055018
counter	33	0.053400
$10	33	0.053400
force	33	0.053400
prospects	32	0.051782
2013	32	0.051782
run	32	0.051782
required	32	0.051782
grassley	32	0.051782
bad	32	0.051782
use	32	0.051782
illegals	32	0.051782
employ	31	0.050163
hired	31	0.050163
sought	31	0.050163
employed	31	0.050163
grad	31	0.050163
immigrant	31	0.050163
bringing	30	0.048545
open	30	0.048545
act	30	0.048545
returned	30	0.048545
receive	30	0.048545
tools	30	0.048545
extra	30	0.048545
limits	30	0.048545
hundreds	30	0.048545
rate	30	0.048545
makes	29	0.046927
families	29	0.046927
requires	29	0.046927
unfair	29	0.046927
undermines	29	0.046927
skilled	29	0.046927
idea	29	0.046927
political	29	0.046927
universities	29	0.046927
letter	28	0.045309
continue	28	0.045309
wants	28	0.045309
sense	28	0.045309
really	28	0.045309
chance	28	0.045309
compete	28	0.045309
nationals	28	0.045309
tend	28	0.045309
making	28	0.045309
considering	28	0.045309
significant	28	0.045309
giant	28	0.045309
putting	28	0.045309
long	28	0.045309
helping	28	0.045309
needed	27	0.043691
fair	27	0.043691
true	27	0.043691
charles	27	0.043691
reason	27	0.043691
higher	27	0.043691
taxpayers	27	0.043691
line	26	0.042073
approximately	26	0.042073
http	26	0.042073
immediately	26	0.042073
supposed	26	0.042073
replacements	26	0.042073
ice	26	0.042073
called	26	0.042073
example	25	0.040454
behalf	25	0.040454
comments	25	0.040454
real	25	0.040454
valid	25	0.040454
accountability	25	0.040454
affect	25	0.040454
holders	25	0.040454
seeking	25	0.040454
comment	25	0.040454
568	25	0.040454
free	25	0.040454
adequately	25	0.040454
considered	25	0.040454
provides	25	0.040454
studies	24	0.038836
citizenship	24	0.038836
past	24	0.038836
action	24	0.038836
information	24	0.038836
plan	24	0.038836
expanded	24	0.038836
great	24	0.038836
means	24	0.038836
opportunity	24	0.038836
elected	24	0.038836
discrimination	24	0.038836
lost	24	0.038836
businesses	24	0.038836
advantage	24	0.038836
coming	24	0.038836
sure	24	0.038836
microsoft	24	0.038836
alien	24	0.038836
life	23	0.037218
son	23	0.037218
maintaining	23	0.037218
bypass	23	0.037218
residents	23	0.037218
lot	23	0.037218
salary	23	0.037218
look	23	0.037218
politicians	23	0.037218
additional	23	0.037218
attempt	23	0.037218
isn	23	0.037218
lieu	23	0.037218
did	23	0.037218
public	23	0.037218
replaced	23	0.037218
center	23	0.037218
god	23	0.037218
//www	23	0.037218
senator	23	0.037218
susceptible	23	0.037218
worked	22	0.035600
old	22	0.035600
currently	22	0.035600
adversely	22	0.035600
takes	22	0.035600
recommendations	22	0.035600
march	22	0.035600
positions	22	0.035600
freedom	22	0.035600
washington	22	0.035600
left	22	0.035600
inefficiencies	22	0.035600
potential	22	0.035600
services	22	0.035600
improve	22	0.035600
numbers	22	0.035600
strongly	22	0.035600
overseeing	22	0.035600
half	22	0.035600
kids	21	0.033982
debt	21	0.033982
anti	21	0.033982
unionize	21	0.033982
industry	21	0.033982
large	21	0.033982
creates	21	0.033982
import	21	0.033982
special	21	0.033982
completely	21	0.033982
seen	21	0.033982
facts	21	0.033982
thing	21	0.033982
dangerous	21	0.033982
totally	21	0.033982
point	21	0.033982
understand	21	0.033982
spent	21	0.033982
absolutely	21	0.033982
blatant	21	0.033982
stagnant	21	0.033982
constitution	21	0.033982
actions	21	0.033982
problems	21	0.033982
tired	20	0.032364
irresponsible	20	0.032364
technically	20	0.032364
set	20	0.032364
graduating	20	0.032364
salaries	20	0.032364
order	20	0.032364
sincerely	20	0.032364
matter	20	0.032364
institute	20	0.032364
borders	20	0.032364
educated	20	0.032364
different	20	0.032364
house	20	0.032364
iceb	20	0.032364
abuse	20	0.032364
extension	20	0.032364
authorized	19	0.030745
ridiculous	19	0.030745
process	19	0.030745
2015	19	0.030745
eligibility	19	0.030745
food	19	0.030745
using	19	0.030745
based	19	0.030745
minimum	19	0.030745
practice	19	0.030745
breaks	19	0.030745
priority	19	0.030745
ones	19	0.030745
guest	18	0.029127
taken	18	0.029127
bonus	18	0.029127
doesn	18	0.029127
unlawful	18	0.029127
form	18	0.029127
foreigner	18	0.029127
assault	18	0.029127
importing	18	0.029127
spend	18	0.029127
native	18	0.029127
experience	18	0.029127
favor	18	0.029127
short	18	0.029127
costing	18	0.029127
reasons	18	0.029127
massive	17	0.027509
policies	17	0.027509
self	17	0.027509
senate	17	0.027509
appropriate	17	0.027509
willing	17	0.027509
underemployed	17	0.027509
ahead	17	0.027509
trained	17	0.027509
desperately	17	0.027509
issue	17	0.027509
ask	17	0.027509
state	17	0.027509
request	17	0.027509
position	17	0.027509
executive	17	0.027509
works	17	0.027509
represent	17	0.027509
got	17	0.027509
proposes	17	0.027509
standards	17	0.027509
case	17	0.027509
deserve	17	0.027509
schools	16	0.025891
require	16	0.025891
following	16	0.025891
vote	16	0.025891
costs	16	0.025891
preference	16	0.025891
fund	16	0.025891
concerned	16	0.025891
destroying	16	0.025891
live	16	0.025891
thinking	16	0.025891
family	16	0.025891
including	16	0.025891
university	16	0.025891
effect	16	0.025891
tell	16	0.025891
explain	16	0.025891
detrimental	16	0.025891
moratorium	16	0.025891
happening	16	0.025891
remain	16	0.025891
harm	16	0.025891
implement	16	0.025891
obvious	16	0.025891
level	16	0.025891
legally	16	0.025891
worse	16	0.025891
feel	16	0.025891
engineers	16	0.025891
hurt	15	0.024273
possible	15	0.024273
afford	15	0.024273
engage	15	0.024273
face	15	0.024273
worth	15	0.024273
created	15	0.024273
forced	15	0.024273
stopped	15	0.024273
located	15	0.024273
party	15	0.024273
skills	15	0.024273
implemented	15	0.024273
100	15	0.024273
displace	15	0.024273
effectively	15	0.024273
lobbyists	15	0.024273
white	15	0.024273
outside	15	0.024273
stand	15	0.024273
definition	15	0.024273
kind	15	0.024273
requirement	15	0.024273
respond	14	0.022654
fail	14	0.022654
lots	14	0.022654
things	14	0.022654
laying	14	0.022654
reduce	14	0.022654
age	14	0.022654
charity	14	0.022654
india	14	0.022654
extending	14	0.022654
thanks	14	0.022654
disadvantage	14	0.022654
organizations	14	0.022654
hurts	14	0.022654
taxpayer	14	0.022654
lie	14	0.022654
conditions	14	0.022654
0002	14	0.022654
growing	14	0.022654
providing	14	0.022654
quit	14	0.022654
replacing	14	0.022654
begins	14	0.022654
profits	14	0.022654
laid	14	0.022654
dept	14	0.022654
huge	14	0.022654
question	14	0.022654
issues	14	0.022654
ability	14	0.022654
decent	14	0.022654
master	13	0.021036
person	13	0.021036
asked	13	0.021036
workforce	13	0.021036
academic	13	0.021036
125	13	0.021036
data	13	0.021036
pass	13	0.021036
entire	13	0.021036
shocking	13	0.021036
impact	13	0.021036
bachelor	13	0.021036
individuals	13	0.021036
send	13	0.021036
technical	13	0.021036
packard	13	0.021036
certainly	13	0.021036
supporting	13	0.021036
happen	13	0.021036
repay	13	0.021036
substantial	13	0.021036
enforce	13	0.021036
revealed	13	0.021036
harder	13	0.021036
gain	13	0.021036
filled	13	0.021036
designed	13	0.021036
maybe	13	0.021036
black	13	0.021036
important	13	0.021036
colleges	13	0.021036
hewlett	13	0.021036
day	13	0.021036
domestic	13	0.021036
hate	13	0.021036
iowa	13	0.021036
secured	13	0.021036
far	13	0.021036
recently	13	0.021036
demand	13	0.021036
related	13	0.021036
gets	13	0.021036
encourage	12	0.019418
similarly	12	0.019418
veterans	12	0.019418
drive	12	0.019418
power	12	0.019418
agree	12	0.019418
gone	12	0.019418
remedy	12	0.019418
try	12	0.019418
break	12	0.019418
legislation	12	0.019418
heard	12	0.019418
directly	12	0.019418
takeaways	12	0.019418
professional	12	0.019418
concern	12	0.019418
aren	12	0.019418
fired	12	0.019418
hell	12	0.019418
anymore	12	0.019418
loss	12	0.019418
lose	12	0.019418
turning	12	0.019418
mind	12	0.019418
majors	12	0.019418
stupid	12	0.019418
approvals	12	0.019418
hurting	12	0.019418
talent	12	0.019418
compensation	12	0.019418
equal	12	0.019418
goes	12	0.019418
cases	12	0.019418
turn	12	0.019418
director	12	0.019418
lack	12	0.019418
flat	12	0.019418
known	12	0.019418
insane	12	0.019418
brought	11	0.017800
service	11	0.017800
entry	11	0.017800
professor	11	0.017800
raised	11	0.017800
flood	11	0.017800
love	11	0.017800
mayorkas	11	0.017800
rest	11	0.017800
richard	11	0.017800
keeping	11	0.017800
swiftly	11	0.017800
existing	11	0.017800
continues	11	0.017800
alejandro	11	0.017800
hope	11	0.017800
told	11	0.017800
standard	11	0.017800
responded	11	0.017800
unable	11	0.017800
graduated	11	0.017800
veteran	11	0.017800
overseas	11	0.017800
selling	11	0.017800
approved	11	0.017800
culture	11	0.017800
increases	11	0.017800
nonsense	11	0.017800
times	11	0.017800
issuing	11	0.017800
dear	11	0.017800
encouraging	11	0.017800
knowledge	11	0.017800
concurred	11	0.017800
general	11	0.017800
add	11	0.017800
recommendation	11	0.017800
guarantee	11	0.017800
officials	11	0.017800
lets	11	0.017800
outrageous	11	0.017800
wrote	11	0.017800
creating	11	0.017800
income	11	0.017800
apply	11	0.017800
urged	11	0.017800
english	11	0.017800
simple	11	0.017800
specialties	10	0.016182
types	10	0.016182
causing	10	0.016182
yearsthe	10	0.016182
sad	10	0.016182
situated	10	0.016182
stated	10	0.016182
parents	10	0.016182
cio	10	0.016182
consideration	10	0.016182
tied	10	0.016182
length	10	0.016182
clearly	10	0.016182
favoring	10	0.016182
replacement	10	0.016182
word	10	0.016182
speak	10	0.016182
aid	10	0.016182
participation	10	0.016182
appears	10	0.016182
reform	10	0.016182
treatment	10	0.016182
tuition	10	0.016182
area	10	0.016182
committee	10	0.016182
clear	10	0.016182
seeing	10	0.016182
validthere	10	0.016182
sectors	10	0.016182
course	10	0.016182
additionally	10	0.016182
friends	10	0.016182
type	10	0.016182
personal	10	0.016182
older	10	0.016182
puts	10	0.016182
disgusting	10	0.016182
finally	10	0.016182
pure	10	0.016182
language	10	0.016182
insanity	10	0.016182
according	10	0.016182
careers	10	0.016182
fellow	10	0.016182
members	10	0.016182
youth	10	0.016182
raise	10	0.016182
absurd	10	0.016182
areas	10	0.016182
protecting	10	0.016182
judiciary	10	0.016182
authority	10	0.016182
buy	10	0.016182
limited	10	0.016182
cause	10	0.016182
leaders	10	0.016182
estimated	10	0.016182
days	10	0.016182
corrupt	10	0.016182
penalizing	10	0.016182
efforts	10	0.016182
promoting	10	0.016182
local	10	0.016182
intended	10	0.016182
urge	10	0.016182
duty	10	0.016182
persons	10	0.016182
respect	10	0.016182
treason	10	0.016182
chairman	10	0.016182
opposition	10	0.016182
fulfilling	10	0.016182
pushing	10	0.016182
leaving	10	0.016182
attend	10	0.016182
agencies	10	0.016182
obtain	10	0.016182
supply	10	0.016182
sick	10	0.016182
fix	9	0.014564
silicon	9	0.014564
bush	9	0.014564
nonimmigrant	9	0.014564
educate	9	0.014564
saving	9	0.014564
average	9	0.014564
ways	9	0.014564
small	9	0.014564
scam	9	0.014564
chase	9	0.014564
spending	9	0.014564
suppression	9	0.014564
software	9	0.014564
votes	9	0.014564
protection	9	0.014564
daughter	9	0.014564
highly	9	0.014564
aware	9	0.014564
john	9	0.014564
imported	9	0.014564
fbi	9	0.014564
comes	9	0.014564
madness	9	0.014564
duration	9	0.014564
overreach	9	0.014564
experienced	9	0.014564
lives	9	0.014564
socialist	9	0.014564
electrical	9	0.014564
control	9	0.014564
border	9	0.014564
120	9	0.014564
career	9	0.014564
likely	9	0.014564
answer	9	0.014564
shame	9	0.014564
claim	9	0.014564
extended	9	0.014564
running	9	0.014564
proper	9	0.014564
bureaucrats	9	0.014564
changes	9	0.014564
enter	9	0.014564
gov	9	0.014564
relatively	9	0.014564
requirements	9	0.014564
george	9	0.014564
engineer	9	0.014564
outsourcing	9	0.014564
valley	9	0.014564
shouldn	9	0.014564
penalty	9	0.014564
defining	9	0.014564
words	9	0.014564
second	8	0.012945
damage	8	0.012945
easier	8	0.012945
undercut	8	0.012945
foremost	8	0.012945
stamps	8	0.012945
elders	8	0.012945
desire	8	0.012945
offer	8	0.012945
proven	8	0.012945
republic	8	0.012945
situation	8	0.012945
stealing	8	0.012945
rapidly	8	0.012945
read	8	0.012945
resources	8	0.012945
fewer	8	0.012945
educational	8	0.012945
terrorist	8	0.012945
variety	8	0.012945
grandchildren	8	0.012945
steal	8	0.012945
terms	8	0.012945
air	8	0.012945
reality	8	0.012945
trumpka	8	0.012945
regardless	8	0.012945
prove	8	0.012945
productive	8	0.012945
advantages	8	0.012945
truly	8	0.012945
notice	8	0.012945
poor	8	0.012945
dream	8	0.012945
soon	8	0.012945
payer	8	0.012945
close	8	0.012945
payers	8	0.012945
guaranteed	8	0.012945
ordered	8	0.012945
agenda	8	0.012945
quality	8	0.012945
attack	8	0.012945
attention	8	0.012945
stupidity	8	0.012945
capitalism	8	0.012945
mexico	8	0.012945
lies	8	0.012945
democrat	8	0.012945
international	8	0.012945
wake	8	0.012945
drain	8	0.012945
insurance	8	0.012945
treated	8	0.012945
categorizes	8	0.012945
majority	8	0.012945
common	8	0.012945
access	8	0.012945
math	8	0.012945
unless	8	0.012945
thought	8	0.012945
students;	8	0.012945
matloff	8	0.012945
fiction	8	0.012945
took	8	0.012945
unconscionable	8	0.012945
lesser	8	0.012945
focus	8	0.012945
population	8	0.012945
relief	8	0.012945
included	8	0.012945
goal	8	0.012945
wouldn	8	0.012945
passed	8	0.012945
measures	8	0.012945
reach	8	0.012945
abiding	8	0.012945
retired	8	0.012945
contributions	8	0.012945
permanent	8	0.012945
proposing	8	0.012945
democrats	8	0.012945
brain	8	0.012945
smith	8	0.012945
promise	8	0.012945
indirectly	8	0.012945
reports	7	0.011327
object	7	0.011327
disaster	7	0.011327
undermining	7	0.011327
happy	7	0.011327
push	7	0.011327
choice	7	0.011327
exempts	7	0.011327
prefer	7	0.011327
unacceptable	7	0.011327
protections	7	0.011327
quite	7	0.011327
handing	7	0.011327
sce	7	0.011327
norm	7	0.011327
sent	7	0.011327
trade	7	0.011327
sell	7	0.011327
loan	7	0.011327
results	7	0.011327
poverty	7	0.011327
chosen	7	0.011327
studying	7	0.011327
exempt	7	0.011327
choosing	7	0.011327
terminated	7	0.011327
housing	7	0.011327
commerce	7	0.011327
secure	7	0.011327
meaningful	7	0.011327
greed	7	0.011327
shameful	7	0.011327
qualifications	7	0.011327
hand	7	0.011327
considerations	7	0.011327
promised	7	0.011327
trouble	7	0.011327
assistance	7	0.011327
muslim	7	0.011327
remember	7	0.011327
entirely	7	0.011327
receiving	7	0.011327
slap	7	0.011327
forever	7	0.011327
worry	7	0.011327
touch	7	0.011327
hira	7	0.011327
strong	7	0.011327
invasion	7	0.011327
preferential	7	0.011327
hires	7	0.011327
obviously	7	0.011327
appalled	7	0.011327
branch	7	0.011327
win	7	0.011327
crap	7	0.011327
meet	7	0.011327
immoral	7	0.011327
north	7	0.011327
men	7	0.011327
mean	7	0.011327
miano	7	0.011327
wanting	7	0.011327
govt	7	0.011327
intern	7	0.011327
grow	7	0.011327
3rd	7	0.011327
california	7	0.011327
representatives	7	0.011327
wonder	7	0.011327
checks	7	0.011327
facing	7	0.011327
chamber	7	0.011327
initiatives	7	0.011327
letting	7	0.011327
cut	7	0.011327
crony	7	0.011327
mention	7	0.011327
billions	7	0.011327
leaves	7	0.011327
counterparts	7	0.011327
continually	7	0.011327
savings	7	0.011327
crisis	7	0.011327
sessions	7	0.011327
unbelievable	7	0.011327
impose	7	0.011327
ian	7	0.011327
cards	7	0.011327
hear	7	0.011327
deported	7	0.011327
unconstitutional	7	0.011327
follow	7	0.011327
expect	7	0.011327
numerous	7	0.011327
noted	7	0.011327
bills	7	0.011327
purely	7	0.011327
generations	7	0.011327
successful	6	0.009709
democratic	6	0.009709
series	6	0.009709
losing	6	0.009709
workers;	6	0.009709
address	6	0.009709
studied	6	0.009709
influx	6	0.009709
applicant	6	0.009709
didn	6	0.009709
seriously	6	0.009709
favors	6	0.009709
argument	6	0.009709
note	6	0.009709
bright	6	0.009709
outrage	6	0.009709
undermine	6	0.009709
enable	6	0.009709
costa	6	0.009709
coursework	6	0.009709
vague	6	0.009709
parties	6	0.009709
complete	6	0.009709
site	6	0.009709
watched	6	0.009709
caused	6	0.009709
research	6	0.009709
internal	6	0.009709
kill	6	0.009709
continued	6	0.009709
sirs	6	0.009709
shut	6	0.009709
davis	6	0.009709
enforcement	6	0.009709
documents	6	0.009709
ends	6	0.009709
quotas	6	0.009709
waste	6	0.009709
applicants	6	0.009709
increased	6	0.009709
appreciate	6	0.009709
reasonable	6	0.009709
americans;	6	0.009709
daniel	6	0.009709
manner	6	0.009709
guidance	6	0.009709
adequate	6	0.009709
fight	6	0.009709
holding	6	0.009709
welcome	6	0.009709
wealthy	6	0.009709
discuss	6	0.009709
$12	6	0.009709
liberal	6	0.009709
constitutional	6	0.009709
elementary	6	0.009709
forcing	6	0.009709
recruits	6	0.009709
terrible	6	0.009709
voters	6	0.009709
retirement	6	0.009709
statistics	6	0.009709
similar	6	0.009709
upset	6	0.009709
resident	6	0.009709
criminals	6	0.009709
affront	6	0.009709
seek	6	0.009709
earn	6	0.009709
decided	6	0.009709
subject	6	0.009709
deal	6	0.009709
track	6	0.009709
manager	6	0.009709
qualifying	6	0.009709
wait	6	0.009709
effort	6	0.009709
crazy	6	0.009709
main	6	0.009709
fast	6	0.009709
speaking	6	0.009709
worrying	6	0.009709
offered	6	0.009709
mom	6	0.009709
broken	6	0.009709
despicable	6	0.009709
starting	6	0.009709
dollar	6	0.009709
playing	6	0.009709
easily	6	0.009709
funding	6	0.009709
gotten	6	0.009709
programmers	6	0.009709
idiots	6	0.009709
express	6	0.009709
decision	6	0.009709
appalling	6	0.009709
helps	6	0.009709
reserved	6	0.009709
poached	6	0.009709
criminal	6	0.009709
abolished	6	0.009709
supported	6	0.009709
admitted	6	0.009709
wish	6	0.009709
path	6	0.009709
sitting	6	0.009709
founding	6	0.009709
peers	6	0.009709
news	6	0.009709
suggest	6	0.009709
gave	6	0.009709
core	6	0.009709
corp	6	0.009709
happened	6	0.009709
profit	6	0.009709
ideas	6	0.009709
written	6	0.009709
regarding	6	0.009709
fails	6	0.009709
granted	6	0.009709
html	6	0.009709
promote	6	0.009709
includes	6	0.009709
decisions	6	0.009709
knows	6	0.009709
threat	6	0.009709
pres	6	0.009709
women	6	0.009709
republican	6	0.009709
harmful	6	0.009709
limit	6	0.009709
present	6	0.009709
adverse	6	0.009709
slave	6	0.009709
disagree	6	0.009709
smart	6	0.009709
growth	6	0.009709
owe	6	0.009709
kidding	6	0.009709
conclusion	6	0.009709
illegally	6	0.009709
eligible	5	0.008091
274	5	0.008091
china	5	0.008091
revenues	5	0.008091
keeps	5	0.008091
senators	5	0.008091
nations	5	0.008091
saying	5	0.008091
union	5	0.008091
incompetent	5	0.008091
pandering	5	0.008091
authorizations	5	0.008091
attorney	5	0.008091
enemies	5	0.008091
contributing	5	0.008091
reducing	5	0.008091
rolling	5	0.008091
stays	5	0.008091
funded	5	0.008091
safety	5	0.008091
representing	5	0.008091
sam	5	0.008091
aside	5	0.008091
indentured	5	0.008091
pull	5	0.008091
disgraceful	5	0.008091
impacts	5	0.008091
propose	5	0.008091
enemy	5	0.008091
virtually	5	0.008091
levels	5	0.008091
surprised	5	0.008091
suffering	5	0.008091
and/or	5	0.008091
land	5	0.008091
race	5	0.008091
bent	5	0.008091
ties	5	0.008091
david	5	0.008091
false	5	0.008091
plus	5	0.008091
unamerican	5	0.008091
compared	5	0.008091
indians	5	0.008091
negative	5	0.008091
south	5	0.008091
lawless	5	0.008091
voting	5	0.008091
easy	5	0.008091
confirmed	5	0.008091
asking	5	0.008091
pays	5	0.008091
war	5	0.008091
interested	5	0.008091
global	5	0.008091
revolution	5	0.008091
exemption	5	0.008091
patriotic	5	0.008091
https	5	0.008091
discussion	5	0.008091
southern	5	0.008091
serving	5	0.008091
provision	5	0.008091
shows	5	0.008091
eliminated	5	0.008091
professionals	5	0.008091
offering	5	0.008091
begin	5	0.008091
learning	5	0.008091
soil	5	0.008091
congressmen	5	0.008091
greatly	5	0.008091
prepare	5	0.008091
homes	5	0.008091
learned	5	0.008091
requiring	5	0.008091
excuse	5	0.008091
helped	5	0.008091
history	5	0.008091
pushed	5	0.008091
utilize	5	0.008091
held	5	0.008091
clean	5	0.008091
lived	5	0.008091
sponsored	5	0.008091
placing	5	0.008091
excluded	5	0.008091
facebook	5	0.008091
telling	5	0.008091
started	5	0.008091
healthcare	5	0.008091
treat	5	0.008091
began	5	0.008091
skill	5	0.008091
burden	5	0.008091
necessary	5	0.008091
highest	5	0.008091
room	5	0.008091
loyalty	5	0.008091
crucial	5	0.008091
modern	5	0.008091
field;	5	0.008091
basis	5	0.008091
basic	5	0.008091
personally	5	0.008091
program;	5	0.008091
elect	5	0.008091
staying	5	0.008091
guys	5	0.008091
foot	5	0.008091
capable	5	0.008091
deep	5	0.008091
1b}	5	0.008091
shareholders	5	0.008091
particular	5	0.008091
responsibility	5	0.008091
orders	5	0.008091
sector	5	0.008091
frankly	5	0.008091
annual	5	0.008091
expensive	5	0.008091
gap	5	0.008091
prices	5	0.008091
itself	5	0.008091
ludicrous	5	0.008091
source	5	0.008091
goods	5	0.008091
forward	5	0.008091
2002	5	0.008091
greater	5	0.008091
disregard	5	0.008091
defend	5	0.008091
apparently	5	0.008091
concerns	5	0.008091
displaced	5	0.008091
happens	5	0.008091
corporation	5	0.008091
whatsoever	5	0.008091
rise	5	0.008091
street	5	0.008091
punishment	5	0.008091
writing	5	0.008091
destroyed	5	0.008091
driving	5	0.008091
effects	5	0.008091
advanced	5	0.008091
specific	5	0.008091
